Modelo_Auto,Ano_Auto,ID_Modelo,Pais_Venta,Continente_Venta,Marca_Auto,Segmento_Auto,Es_Electrico,Tipo_Transmision,Es_Nuevo,Unidades_Vendidas,Total_Ventas
Model 3,2021,L3798-57,España,Europa,Tesla,Sedan,Sí,Manual,No,2234,48617946.51
F-150,2024,D2247-88,Brasil,América,Ford,Pickup Grande,No,Manual,Sí,3056,196773737.9
Silverado,2015,O7691-44,India,Asia,Chevrolet,Pickup Grande,No,Manual,No,4647,244499462.54
Sprinter,2024,K8799-92,India,Asia,Mercedes-Benz,Comercial,No,Automático,Sí,714,42171628.41
RAV4,2016,L3330-62,Canadá,América,Toyota,SUV Compacto,No,Manual,No,101,15570779.71
Silverado,2020,V3900-96,España,Europa,Chevrolet,Pickup Grande,No,Automático,No,1451,89963629.89
Model 3,2021,Q7700-61,China,Asia,Tesla,Sedan,Sí,Automático,No,3278,102586814.66
Corolla,2020,L9791-32,Argentina,América,Toyota,Compacto,No,Automático,No,2860,235909789.27
Cherokee,2020,R7692-21,Corea del Sur,Asia,Jeep,SUV Mediano,No,Automático,No,1546,77605474.6
Cherokee,2018,T8222-80,Francia,Europa,Jeep,SUV Mediano,No,Automático,No,3017,87543382.16
Corolla,2019,Z7187-89,México,América,Toyota,Compacto,No,Manual,No,2952,224723108.69
Cherokee,2019,B3048-16,México,América,Jeep,SUV Mediano,No,Automático,No,1903,203969190.71
Sprinter,2017,L2524-15,India,Asia,Mercedes-Benz,Comercial,No,Automático,No,2211,93561030.95
C-Class,2015,Z3516-66,Argentina,América,Mercedes-Benz,Sedan Premium,No,Automático,No,4326,163113070.34
Cherokee,2023,B6881-68,Canadá,América,Jeep,SUV Mediano,No,Automático,Sí,3323,142834051.06
Mustang,2022,A8398-12,Reino Unido,Europa,Ford,Deportivo,No,Manual,No,2327,212499923.51
Fusion,2019,F5089-85,México,América,Ford,Sedan,No,Manual,No,173,76493729.37
Fusion,2017,Q9210-50,Francia,Europa,Ford,Sedan,No,Manual,No,2561,56166166.39
Kona,2023,Z9663-63,Brasil,América,Hyundai,SUV Subcompacto,No,Manual,Sí,2356,232990745.64
Golf,2021,R9462-72,Reino Unido,Europa,Volkswagen,Compacto,No,Manual,No,2226,239005854.16
Silverado,2024,Y8588-62,Alemania,Europa,Chevrolet,Pickup Grande,No,Manual,Sí,288,27890268.18
CR-V,2017,G4369-87,Francia,Europa,Honda,SUV Compacto,No,Automático,No,1591,106875001.36
3 Series,2017,X4429-77,Japón,Asia,BMW,Sedan Premium,No,Manual,No,3503,108658602.39
Tucson,2016,W6657-66,Corea del Sur,Asia,Hyundai,SUV Compacto,No,Automático,No,470,44435343.23
Corolla,2023,B5563-75,Italia,Europa,Toyota,Compacto,No,Automático,Sí,4371,19068878.02
Civic,2020,X3292-40,India,Asia,Honda,Compacto,No,Manual,No,4327,126377479.73
3 Series,2015,M5821-57,Estados Unidos,América,BMW,Sedan Premium,No,Manual,No,4599,38195723.01
Mustang,2023,X4129-66,Japón,Asia,Ford,Deportivo,No,Automático,Sí,4266,12982571.18
3 Series,2024,V9424-16,Canadá,América,BMW,Sedan Premium,Sí,Automático,Sí,1991,142278902.44
3 Series,2017,D7355-25,India,Asia,BMW,Sedan Premium,No,Automático,No,2475,99020665.91
Mustang,2018,O6112-47,España,Europa,Ford,Deportivo,No,Automático,No,2229,80286191.25
CX-5,2019,J6112-96,México,América,Mazda,SUV Compacto,No,Automático,No,4025,169557960.36
C-Class,2021,H1664-32,China,Asia,Mercedes-Benz,Sedan Premium,No,Manual,No,2782,68893807.69
Corolla,2023,D7496-51,Alemania,Europa,Toyota,Compacto,No,Automático,Sí,1924,139391549.82
Fusion,2017,J6191-53,Corea del Sur,Asia,Ford,Sedan,No,Manual,No,2034,106028857.84
Mustang,2020,Y8024-13,México,América,Ford,Deportivo,No,Manual,No,2748,167072945.23
F-150,2024,U9462-49,Estados Unidos,América,Ford,Pickup Grande,No,Manual,Sí,3679,198906413.83
Civic,2024,S7070-88,Sudáfrica,África,Honda,Compacto,No,Manual,Sí,698,150410535.26
Kona,2022,C2799-83,España,Europa,Hyundai,SUV Subcompacto,No,Automático,No,3042,95262841.62
Golf,2024,P9761-13,Corea del Sur,Asia,Volkswagen,Compacto,No,Manual,Sí,2862,120980453.7
Camry,2022,H5443-39,Estados Unidos,América,Toyota,Sedan Mediano,No,Manual,No,880,191835758.1
Kona,2016,V4826-75,México,América,Hyundai,SUV Subcompacto,Sí,Manual,No,1954,178561336.88
Corolla,2021,B2941-47,México,América,Toyota,Compacto,No,Manual,No,4848,106776647.36
C-Class,2015,H6780-43,Alemania,Europa,Mercedes-Benz,Sedan Premium,No,Manual,No,3229,151527272.29
Focus,2021,Q4336-24,Brasil,América,Ford,Compacto,No,Manual,No,999,185707244.03
Corolla,2021,J3924-15,Sudáfrica,África,Toyota,Compacto,No,Automático,No,3292,245668491.47
Corolla,2016,T9339-71,Japón,Asia,Toyota,Compacto,No,Manual,No,2992,46573645.71
Tucson,2023,B8391-32,Italia,Europa,Hyundai,SUV Compacto,No,Automático,Sí,1424,178303367.46
F-150,2016,S7472-47,China,Asia,Ford,Pickup Grande,No,Automático,No,2909,64882314.29
3 Series,2018,K4292-25,Italia,Europa,BMW,Sedan Premium,No,Manual,No,3049,132587519.48
Kona,2016,B4037-67,Corea del Sur,Asia,Hyundai,SUV Subcompacto,Sí,Automático,No,2243,136874837.07
Tucson,2022,G1365-73,Australia,Oceanía,Hyundai,SUV Compacto,No,Automático,No,668,45079329.15
Tucson,2021,V1866-55,Corea del Sur,Asia,Hyundai,SUV Compacto,No,Manual,No,1184,92027685.9
Sprinter,2017,P3512-31,Canadá,América,Mercedes-Benz,Comercial,No,Automático,No,1697,111421813.42
CR-V,2018,G2152-41,Reino Unido,Europa,Honda,SUV Compacto,No,Manual,No,4910,55780950.62
Camry,2020,B9570-87,Australia,Oceanía,Toyota,Sedan Mediano,No,Manual,No,377,236516627.79
RAV4,2017,F4388-18,Canadá,América,Toyota,SUV Compacto,No,Automático,No,1604,168735164.66
RAV4,2019,Q5852-42,Sudáfrica,África,Toyota,SUV Compacto,No,Automático,No,4819,42776978.13
Corolla,2019,G4328-78,Estados Unidos,América,Toyota,Compacto,No,Manual,No,3554,79906882.72
Cherokee,2022,F2122-18,Brasil,América,Jeep,SUV Mediano,No,Automático,No,1653,97959993.98
Cherokee,2024,N2272-48,Francia,Europa,Jeep,SUV Mediano,No,Manual,Sí,2928,227083808.54
Corolla,2020,D2159-99,Brasil,América,Toyota,Compacto,No,Automático,No,4112,77694434.51
Focus,2019,B6895-21,China,Asia,Ford,Compacto,No,Automático,No,4348,47900228.32
C-Class,2023,B8284-11,Australia,Oceanía,Mercedes-Benz,Sedan Premium,Sí,Manual,Sí,1927,32024002.52
Tucson,2017,E2804-73,México,América,Hyundai,SUV Compacto,No,Automático,No,92,107808104.8
Model 3,2015,U9472-79,Brasil,América,Tesla,Sedan,Sí,Automático,No,4204,57753865.91
CX-5,2021,E8814-24,Canadá,América,Mazda,SUV Compacto,No,Manual,No,4888,249832659.14
CX-5,2017,U1833-79,China,Asia,Mazda,SUV Compacto,No,Automático,No,4059,177532813.67
C-Class,2018,J8839-50,India,Asia,Mercedes-Benz,Sedan Premium,No,Automático,No,1954,206590156.39
Tucson,2022,O6401-30,Brasil,América,Hyundai,SUV Compacto,No,Manual,No,4324,222866286.37
Cherokee,2016,S4686-91,Sudáfrica,África,Jeep,SUV Mediano,No,Manual,No,1742,247632335.46
RAV4,2021,W1378-10,Reino Unido,Europa,Toyota,SUV Compacto,No,Automático,No,2103,20081148.3
Camry,2022,F5982-42,Brasil,América,Toyota,Sedan Mediano,No,Manual,No,3608,8101314.05
Silverado,2020,O2069-67,Argentina,América,Chevrolet,Pickup Grande,No,Automático,No,4227,224103215.18
CX-5,2023,P1676-92,Brasil,América,Mazda,SUV Compacto,No,Manual,Sí,554,191030020.54
Silverado,2017,V6694-28,Canadá,América,Chevrolet,Pickup Grande,No,Automático,No,4692,203651506.15
Golf,2020,T5902-72,Estados Unidos,América,Volkswagen,Compacto,No,Automático,No,3534,10180130.21
Corolla,2021,G6538-33,China,Asia,Toyota,Compacto,No,Automático,No,1307,108912575.46
CR-V,2024,H7682-98,Canadá,América,Honda,SUV Compacto,No,Manual,Sí,2299,173631655.75
Cherokee,2024,L7885-37,Argentina,América,Jeep,SUV Mediano,No,Manual,Sí,3839,166641905.71
Golf,2022,E3188-29,China,Asia,Volkswagen,Compacto,No,Automático,No,4578,247255629.22
3 Series,2024,W4862-78,Italia,Europa,BMW,Sedan Premium,No,Automático,No,3226,129920494.64
Q5,2017,P5113-43,Francia,Europa,Audi,SUV Premium,No,Manual,No,4357,200625926.07
CR-V,2019,Q2422-66,Brasil,América,Honda,SUV Compacto,No,Manual,No,2760,67833710.08
Model 3,2020,D3269-45,México,América,Tesla,Sedan,Sí,Manual,No,4790,134950777.52
Civic,2015,O4632-56,México,América,Honda,Compacto,No,Automático,No,975,57431368.24
Civic,2024,J2535-33,Sudáfrica,África,Honda,Compacto,No,Automático,Sí,4050,50585363.35
Corolla,2023,B1464-63,Estados Unidos,América,Toyota,Compacto,No,Manual,Sí,4344,201020464.78
Kona,2016,H8718-99,Australia,Oceanía,Hyundai,SUV Subcompacto,Sí,Manual,No,450,8248262.37
Focus,2016,K5117-33,Argentina,América,Ford,Compacto,No,Automático,No,2870,218923331.39
Q5,2016,K7755-26,Japón,Asia,Audi,SUV Premium,Sí,Manual,No,3078,55405633.79
C-Class,2023,W8771-56,México,América,Mercedes-Benz,Sedan Premium,No,Automático,Sí,1600,94427989.99
Kona,2019,V9123-58,Alemania,Europa,Hyundai,SUV Subcompacto,No,Automático,No,65,245333918.78
Silverado,2015,Y2947-28,Francia,Europa,Chevrolet,Pickup Grande,No,Manual,No,1617,14807421.24
3 Series,2019,S2023-53,Francia,Europa,BMW,Sedan Premium,No,Manual,No,3907,118440612.56
Silverado,2020,V7869-87,Canadá,América,Chevrolet,Pickup Grande,No,Automático,No,1088,96237349.94
Sprinter,2015,J6516-72,India,Asia,Mercedes-Benz,Comercial,No,Automático,No,1189,19023966.05
Q5,2022,U2795-34,Alemania,Europa,Audi,SUV Premium,No,Manual,No,1483,22236438.29
Fusion,2017,I7491-97,Corea del Sur,Asia,Ford,Sedan,No,Automático,No,1152,213558514.32
Tucson,2021,B5018-18,Francia,Europa,Hyundai,SUV Compacto,No,Automático,No,4835,118281783.2
Sprinter,2016,U9025-50,Japón,Asia,Mercedes-Benz,Comercial,No,Manual,No,1525,171274780.4
Kona,2017,T1743-42,España,Europa,Hyundai,SUV Subcompacto,No,Automático,No,436,112262102.64
Corolla,2022,X6834-90,India,Asia,Toyota,Compacto,No,Manual,No,4413,190563475.51
Golf,2016,C3588-67,México,América,Volkswagen,Compacto,No,Manual,No,2828,197341121.23
Q5,2017,W3711-20,México,América,Audi,SUV Premium,No,Automático,No,4325,231498559.25
Sprinter,2015,S6593-90,Canadá,América,Mercedes-Benz,Comercial,No,Manual,No,625,32735653.02
Sprinter,2020,Y1225-62,Brasil,América,Mercedes-Benz,Comercial,No,Manual,No,1298,181211392.28
F-150,2024,Z2807-41,España,Europa,Ford,Pickup Grande,No,Automático,Sí,3023,155296890.72
Golf,2019,V2428-10,Estados Unidos,América,Volkswagen,Compacto,No,Automático,No,1697,29395019.15
Camry,2017,P1973-88,España,Europa,Toyota,Sedan Mediano,No,Manual,No,754,165848751.9
Corolla,2019,A9029-71,España,Europa,Toyota,Compacto,No,Automático,No,4556,116099983.53
Camry,2017,S5122-17,Alemania,Europa,Toyota,Sedan Mediano,No,Automático,No,4502,144487088.52
Model 3,2017,O8079-26,India,Asia,Tesla,Sedan,Sí,Automático,No,3479,60030685.87
Tucson,2015,J9110-89,Estados Unidos,América,Hyundai,SUV Compacto,No,Manual,No,526,231410183.93
RAV4,2018,L7387-59,China,Asia,Toyota,SUV Compacto,No,Manual,No,1563,242192131.13
Golf,2019,D8536-48,Brasil,América,Volkswagen,Compacto,No,Automático,No,1678,248037988.25
Civic,2017,Y8538-75,Reino Unido,Europa,Honda,Compacto,No,Automático,No,993,180871204.44
Model 3,2024,V4299-58,Alemania,Europa,Tesla,Sedan,Sí,Manual,No,2496,20409235.38
Fusion,2019,Z3707-81,Corea del Sur,Asia,Ford,Sedan,No,Manual,No,675,89495893.76
Model 3,2024,T8672-23,Estados Unidos,América,Tesla,Sedan,Sí,Manual,Sí,1543,136954975.62
C-Class,2020,Z3237-13,Estados Unidos,América,Mercedes-Benz,Sedan Premium,No,Manual,No,1847,153089033.62
Q5,2018,P8597-20,Sudáfrica,África,Audi,SUV Premium,No,Manual,No,3525,18942735.42
Golf,2021,O9735-98,Canadá,América,Volkswagen,Compacto,No,Automático,No,3249,71346048.93
Silverado,2019,T7860-77,Reino Unido,Europa,Chevrolet,Pickup Grande,No,Manual,No,4301,25384740.92
C-Class,2016,Y7223-20,Japón,Asia,Mercedes-Benz,Sedan Premium,No,Automático,No,94,226904008.91
3 Series,2016,G2599-44,México,América,BMW,Sedan Premium,No,Automático,No,890,188500942.55
3 Series,2015,U9667-46,España,Europa,BMW,Sedan Premium,No,Manual,No,215,199672763.71
C-Class,2019,Y3889-67,Francia,Europa,Mercedes-Benz,Sedan Premium,No,Automático,No,3765,129305327.25
Mustang,2019,U8162-44,Brasil,América,Ford,Deportivo,No,Automático,No,3118,55958770.15
Civic,2024,V4680-22,Japón,Asia,Honda,Compacto,Sí,Automático,Sí,4307,193992781.26
Fusion,2018,I3364-50,Reino Unido,Europa,Ford,Sedan,No,Manual,No,417,54867235.03
Sprinter,2023,J2687-38,China,Asia,Mercedes-Benz,Comercial,No,Manual,Sí,2417,207304477.69
Q5,2023,Q6626-69,Reino Unido,Europa,Audi,SUV Premium,Sí,Manual,Sí,1228,72517044.17
Model 3,2018,N4156-50,Brasil,América,Tesla,Sedan,Sí,Manual,No,678,28457156.49
CR-V,2018,R9448-83,México,América,Honda,SUV Compacto,No,Manual,No,618,170707799.02
Tucson,2021,Q4099-77,Canadá,América,Hyundai,SUV Compacto,No,Manual,No,3354,149090979.49
Golf,2023,X8491-79,Italia,Europa,Volkswagen,Compacto,No,Automático,Sí,3887,109153930.24
CX-5,2016,C2177-94,Japón,Asia,Mazda,SUV Compacto,No,Manual,No,4448,161263319.22
3 Series,2019,S4351-75,Canadá,América,BMW,Sedan Premium,No,Automático,No,1299,208507635.36
Camry,2022,A3581-68,España,Europa,Toyota,Sedan Mediano,No,Manual,No,1432,172043841.75
Tucson,2021,P2769-86,Australia,Oceanía,Hyundai,SUV Compacto,Sí,Manual,No,2947,85271608.64
3 Series,2017,A2955-34,Japón,Asia,BMW,Sedan Premium,No,Manual,No,1596,171585786.47
Camry,2020,F3288-93,Australia,Oceanía,Toyota,Sedan Mediano,No,Automático,No,959,120785705.39
F-150,2021,O4137-25,Corea del Sur,Asia,Ford,Pickup Grande,No,Automático,No,1532,4370028.89
Civic,2016,M1182-67,Canadá,América,Honda,Compacto,No,Automático,No,70,108977877.19
Focus,2019,N7704-57,Brasil,América,Ford,Compacto,No,Manual,No,2061,224440194.48
Fusion,2015,Z2548-10,China,Asia,Ford,Sedan,No,Manual,No,2004,16566683.69
Fusion,2019,P5026-43,China,Asia,Ford,Sedan,No,Automático,No,4058,237216045.48
Cherokee,2016,K6087-78,Reino Unido,Europa,Jeep,SUV Mediano,No,Manual,No,1912,204662526.24
Silverado,2020,Q1343-80,Argentina,América,Chevrolet,Pickup Grande,No,Automático,No,1414,97641975.94
Silverado,2015,X6094-81,Argentina,América,Chevrolet,Pickup Grande,No,Automático,No,300,85834262.95
CR-V,2023,M3516-55,Brasil,América,Honda,SUV Compacto,No,Manual,Sí,3749,88723897.82
Camry,2022,O3509-11,Francia,Europa,Toyota,Sedan Mediano,No,Automático,No,4605,129640887.53
Kona,2021,P2769-52,Estados Unidos,América,Hyundai,SUV Subcompacto,No,Automático,No,4407,47881760.11
Mustang,2024,Q9786-97,Canadá,América,Ford,Deportivo,No,Manual,Sí,2927,207701408.73
Mustang,2020,K4249-35,Estados Unidos,América,Ford,Deportivo,No,Automático,No,1233,80653200.23
Civic,2023,L1223-41,Argentina,América,Honda,Compacto,No,Automático,Sí,4004,139399166.0
Cherokee,2016,V5562-21,China,Asia,Jeep,SUV Mediano,No,Automático,No,1104,113961550.11
Kona,2024,C7479-30,Canadá,América,Hyundai,SUV Subcompacto,No,Manual,Sí,2956,56269956.26
CR-V,2020,Q6553-83,Brasil,América,Honda,SUV Compacto,Sí,Manual,No,4980,120096283.73
Mustang,2023,Y3750-33,China,Asia,Ford,Deportivo,No,Manual,Sí,4752,118546210.24
Corolla,2022,Y2810-46,Francia,Europa,Toyota,Compacto,Sí,Automático,No,3392,164969422.74
RAV4,2015,J8383-96,España,Europa,Toyota,SUV Compacto,No,Automático,No,2936,124782841.39
Fusion,2016,L2010-15,Brasil,América,Ford,Sedan,No,Manual,No,1775,68403827.52
CX-5,2016,A6095-35,España,Europa,Mazda,SUV Compacto,No,Manual,No,3126,78764914.73
CX-5,2021,U3351-41,Australia,Oceanía,Mazda,SUV Compacto,No,Manual,No,1442,248958626.5
Golf,2019,V5494-79,Francia,Europa,Volkswagen,Compacto,No,Automático,No,4127,89975921.52
3 Series,2024,L9532-43,Japón,Asia,BMW,Sedan Premium,Sí,Manual,Sí,4392,93771005.95
Cherokee,2022,X1316-33,Argentina,América,Jeep,SUV Mediano,No,Automático,No,4294,50879961.08
C-Class,2021,V7367-20,Sudáfrica,África,Mercedes-Benz,Sedan Premium,No,Manual,No,3397,157816281.28
Silverado,2019,L2020-91,Australia,Oceanía,Chevrolet,Pickup Grande,No,Manual,No,1830,33988763.86
CX-5,2018,N7867-70,Italia,Europa,Mazda,SUV Compacto,No,Automático,No,4312,12744689.7
Fusion,2020,E4265-68,Canadá,América,Ford,Sedan,No,Automático,No,815,135130204.22
Mustang,2016,N4586-12,India,Asia,Ford,Deportivo,No,Manual,No,982,243108542.19
RAV4,2022,I5394-93,Australia,Oceanía,Toyota,SUV Compacto,No,Automático,No,2595,3364584.94
Cherokee,2024,A8677-65,Brasil,América,Jeep,SUV Mediano,No,Automático,Sí,4059,114620988.4
Tucson,2019,C6799-24,Australia,Oceanía,Hyundai,SUV Compacto,No,Automático,No,1910,86357784.65
Fusion,2022,N6462-44,China,Asia,Ford,Sedan,No,Manual,No,2654,143123938.35
Civic,2021,U1433-80,Corea del Sur,Asia,Honda,Compacto,No,Automático,No,303,18811000.63
Fusion,2016,V2273-27,China,Asia,Ford,Sedan,No,Manual,No,776,139398470.24
Tucson,2021,Q7117-87,España,Europa,Hyundai,SUV Compacto,No,Manual,No,2552,174586597.56
Golf,2017,W9859-77,Reino Unido,Europa,Volkswagen,Compacto,No,Manual,No,4755,224986123.53
C-Class,2018,P3620-81,Alemania,Europa,Mercedes-Benz,Sedan Premium,No,Manual,No,455,82184156.86
Tucson,2017,X1276-42,Sudáfrica,África,Hyundai,SUV Compacto,No,Automático,No,2483,184991916.9
Q5,2015,G3857-86,Canadá,América,Audi,SUV Premium,No,Manual,No,930,60126588.16
3 Series,2023,I6195-67,Argentina,América,BMW,Sedan Premium,No,Automático,Sí,3344,153946615.7
Mustang,2024,X4491-21,Canadá,América,Ford,Deportivo,No,Manual,Sí,4499,132315014.05
Civic,2021,Q7205-37,Estados Unidos,América,Honda,Compacto,No,Manual,No,502,228163215.91
Model 3,2015,P4283-77,Estados Unidos,América,Tesla,Sedan,Sí,Automático,No,970,73385499.85
Civic,2016,H5814-20,Australia,Oceanía,Honda,Compacto,No,Automático,No,4983,141258189.7
Q5,2016,H2986-43,Japón,Asia,Audi,SUV Premium,No,Manual,No,1211,10862008.2
F-150,2024,X2453-20,México,América,Ford,Pickup Grande,No,Automático,Sí,317,128738834.03
CR-V,2023,O2640-78,India,Asia,Honda,SUV Compacto,No,Manual,Sí,4160,93887094.14
Silverado,2023,K3640-47,Argentina,América,Chevrolet,Pickup Grande,No,Automático,Sí,3012,194171091.46
Silverado,2017,Z5476-50,Brasil,América,Chevrolet,Pickup Grande,No,Manual,No,2300,223918216.93
F-150,2016,F8606-10,Canadá,América,Ford,Pickup Grande,No,Manual,No,4413,41981304.02
Silverado,2019,N1473-96,Sudáfrica,África,Chevrolet,Pickup Grande,No,Manual,No,4785,217249219.09
Fusion,2020,P1882-62,Francia,Europa,Ford,Sedan,No,Automático,No,2464,244845253.52
C-Class,2020,R5114-59,Argentina,América,Mercedes-Benz,Sedan Premium,No,Automático,No,3121,121468433.94
Cherokee,2015,W3537-25,Francia,Europa,Jeep,SUV Mediano,No,Manual,No,1392,214864285.64
CX-5,2018,F5122-58,Italia,Europa,Mazda,SUV Compacto,No,Manual,No,4275,139500034.4
Focus,2022,X7044-62,México,América,Ford,Compacto,No,Automático,No,4608,202254284.72
Golf,2022,Y3457-93,Argentina,América,Volkswagen,Compacto,No,Manual,No,2622,59128306.26
Corolla,2015,I4587-10,Japón,Asia,Toyota,Compacto,No,Automático,No,4628,119526044.72
Fusion,2016,A2214-69,España,Europa,Ford,Sedan,No,Automático,No,1942,190629317.44
CX-5,2022,J4830-31,Canadá,América,Mazda,SUV Compacto,No,Automático,No,741,156504632.43
Golf,2022,R9422-83,Canadá,América,Volkswagen,Compacto,No,Manual,No,1591,80408431.92
Fusion,2016,Y1133-70,Corea del Sur,Asia,Ford,Sedan,No,Automático,No,1685,77727784.79
Golf,2024,K5485-72,Alemania,Europa,Volkswagen,Compacto,No,Automático,No,4559,50974697.08
Tucson,2017,D1559-93,China,Asia,Hyundai,SUV Compacto,No,Automático,No,4932,184679695.37
Golf,2023,E9672-22,México,América,Volkswagen,Compacto,Sí,Manual,Sí,3969,199039433.72
Tucson,2018,W3672-79,Francia,Europa,Hyundai,SUV Compacto,No,Automático,No,4844,76946276.9
3 Series,2021,R7964-13,Francia,Europa,BMW,Sedan Premium,No,Automático,No,3058,24353042.22
3 Series,2022,F2464-65,Francia,Europa,BMW,Sedan Premium,No,Manual,No,3556,6909037.32
Silverado,2017,H6925-17,Corea del Sur,Asia,Chevrolet,Pickup Grande,No,Automático,No,276,50062328.73
Sprinter,2017,M7162-34,España,Europa,Mercedes-Benz,Comercial,No,Manual,No,4536,50219716.09
CR-V,2023,X4466-73,México,América,Honda,SUV Compacto,No,Manual,Sí,795,124205641.52
Camry,2019,G2495-97,Brasil,América,Toyota,Sedan Mediano,No,Automático,No,2100,243748073.23
Cherokee,2017,L6341-91,Estados Unidos,América,Jeep,SUV Mediano,No,Manual,No,4108,40401532.16
Model 3,2020,H4397-28,Francia,Europa,Tesla,Sedan,Sí,Automático,No,59,195972285.25
Q5,2016,K2471-89,India,Asia,Audi,SUV Premium,No,Manual,No,3212,171276205.14
3 Series,2015,L4536-88,Argentina,América,BMW,Sedan Premium,No,Manual,No,2977,40954870.97
Camry,2021,G4871-51,España,Europa,Toyota,Sedan Mediano,No,Automático,No,2420,97421158.13
RAV4,2021,I9311-87,Alemania,Europa,Toyota,SUV Compacto,No,Manual,No,625,57081048.79
Tucson,2016,A4767-89,Estados Unidos,América,Hyundai,SUV Compacto,No,Automático,No,4410,160492764.01
Fusion,2024,W5759-69,Japón,Asia,Ford,Sedan,No,Manual,Sí,149,12888711.91
RAV4,2017,O5257-10,Canadá,América,Toyota,SUV Compacto,No,Manual,No,2878,212984044.59
CX-5,2023,D4785-98,Brasil,América,Mazda,SUV Compacto,No,Automático,Sí,1655,140605343.4
F-150,2021,J7010-42,Brasil,América,Ford,Pickup Grande,No,Manual,No,833,98945452.93
CX-5,2015,Q3857-80,México,América,Mazda,SUV Compacto,No,Manual,No,3100,85124927.86
CR-V,2018,Y9374-51,Francia,Europa,Honda,SUV Compacto,No,Automático,No,2274,40309740.16
Camry,2020,A3454-64,Sudáfrica,África,Toyota,Sedan Mediano,No,Manual,No,2764,13801325.07
Fusion,2019,O3467-85,México,América,Ford,Sedan,No,Automático,No,1884,200774431.4
Fusion,2018,X9063-72,Australia,Oceanía,Ford,Sedan,No,Automático,No,472,189689239.37
CX-5,2018,C1873-91,Italia,Europa,Mazda,SUV Compacto,No,Manual,No,3723,37115417.5
Silverado,2019,Y5998-43,Sudáfrica,África,Chevrolet,Pickup Grande,No,Automático,No,2627,153620196.98
Silverado,2017,E9225-60,Australia,Oceanía,Chevrolet,Pickup Grande,No,Manual,No,746,44085152.49
Q5,2019,P6815-68,España,Europa,Audi,SUV Premium,No,Automático,No,1643,100331442.54
